Work Item Type,Title,Area Path,Tags,Model Name,Object Type,Table Name,Measure Name,Definition,Format String,Display Folder,Hidden,Lifecycle Status,Governance Status,Source Artefact,Business Definition,Technical Notes,Dependencies,Replacement Measure,Owner,Validation Status
Task,Measure register: PL Forecast Remainder,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL Forecast Remainder,"VAR _cap = [Selected FiscalPeriodKey Capped] VAR _year = QUOTIENT(_cap, 100) VAR _version = [Selected Forecast Version] VAR _futurePeriodTable = FILTER( ALL( dim_date ), dim_date[FiscalYearNumber] = _year && dim_date[FiscalPeriodSort] > _cap ) RETURN CALCULATE( [Forecast GBP (Display)], REMOVEFILTERS( dim_date ), TREATAS( SELECTCOLUMNS(_futurePeriodTable, [DateKey]), fact_gl_forecasts[DateKey] -- or the matching key column ), fact_gl_forecasts[ForecastVersion] = _version )","#,0",Exec Dashboards ONLY\PL\Forecasts,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[DateKey]; [Forecast GBP (Display)]; [Selected FiscalPeriodKey Capped]; [Selected Forecast Version],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Inventory,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Inventory,"CALCULATE( [BS Amount AsOf Core], KEEPFILTERS( dim_accounts[Level9Name] = ""Inventories"" ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Current Assets,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Current Assets,"CALCULATE( [BS Amount AsOf Core], KEEPFILTERS( dim_accounts[Level8Name] = ""Current Assets"" ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Non-Current Assets,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Non-Current Assets,"CALCULATE( [BS Amount AsOf Core], KEEPFILTERS( dim_accounts[Level8Name] = ""Non Current Assets"" ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Non-Current Liabilities,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Non-Current Liabilities,"CALCULATE( [BS Amount AsOf Core], KEEPFILTERS( dim_accounts[Level8Name] = ""Non Current Liabilities"" ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Current Liabilities,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Current Liabilities,"CALCULATE( [BS Amount AsOf Core], KEEPFILTERS( dim_accounts[Level8Name] = ""Current Liabilities"" ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Net Assets / (Liabilities),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Net Assets / (Liabilities),"VAR _assets = COALESCE([BS Current Assets],0) + COALESCE([BS Non-Current Assets],0) VAR _liabilities = COALESCE([BS Current Liabilities],0) + COALESCE([BS Non-Current Liabilities],0) RETURN IF( _assets = 0 && _liabilities = 0, BLANK(), _assets - _liabilities )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Current Assets]; [BS Current Liabilities]; [BS Non-Current Assets]; [BS Non-Current Liabilities],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Cash & Equivalents,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Cash & Equivalents,"CALCULATE( [BS Amount AsOf Core] , KEEPFILTERS( dim_accounts[Level9Code] IN {""A0280"" , ""A0290""} ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Debtors (Receivables),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Debtors (Receivables),"CALCULATE( [BS Amount AsOf Core] , KEEPFILTERS( dim_accounts[Level9Code] IN {""A0230"" , ""A0240""} ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Creditors (Payables),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Creditors (Payables),"CALCULATE( [BS Amount AsOf Core] , KEEPFILTERS( dim_accounts[Level9Code] IN { ""A0320"" } ) )",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Amount AsOf Core],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: BS Working Capital (Operational),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,BS Working Capital (Operational),"COALESCE([BS Debtors (Receivables)],0) + COALESCE([BS Inventory],0) - COALESCE([BS Creditors (Payables)],0)",General Number (PBI_FormatHint),SOFP Measures\Balance Sheet KPIs,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[BS Creditors (Payables)]; [BS Debtors (Receivables)]; [BS Inventory],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Expenditure (Period),Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Expenditure (Period),"CALCULATE( [Actual GBP (Display)], cg_Time_Intelligence[Time Calc] = ""Current Period"", dim_accounts[AccountCategory] = ""Capex"" // requires CAPEX codes in dim_accounts )",General Number (PBI_FormatHint),Capital Reporting,No,Current - Visible,Imported from current PBIP; definition present,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Capital expenditure actual — I&E accounts classified by FinServ as CAPEX measure,Current model measure extracted from TMDL static inspection.,[Actual GBP (Display)],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Budget,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Budget,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Forecast,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Forecast,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Outturn,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Outturn,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Commitments,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Commitments,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Slippage,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Slippage,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL Forecast FY,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL Forecast FY,"VAR _cap = [Selected FiscalPeriodKey Capped] VAR _year = QUOTIENT(_cap, 100) VAR _version = [Selected Forecast Version] RETURN CALCULATE( [Forecast GBP (Display)], USERELATIONSHIP( fact_gl_forecasts[DateKey], dim_date[DateKey] ), REMOVEFILTERS( dim_date ), dim_date[FiscalYearNumber] = _year, fact_gl_forecasts[ForecastVersion] = _version )",General Number (PBI_FormatHint),Exec Dashboards ONLY\PL\Forecasts,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,[Forecast GBP (Display)]; [Selected FiscalPeriodKey Capped]; [Selected Forecast Version],,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Planned CIP GBP,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Planned CIP GBP,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Delivered CIP,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Delivered CIP,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Non Recurrent CIP,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Non Recurrent CIP,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Recurrent CIP,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Recurrent CIP,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: CIP Delivery %,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,CIP Delivery %,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: CIP Under Delivery,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,CIP Under Delivery,{1},0,CIP Measures,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Capital Available,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Capital Available,{1},0,Capital Reporting,No,Current - Visible,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: Agency Spend,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,Agency Spend,{1},0,Workforce,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
Task,Measure register: PL Pay Actual,Finance\Semantic Model,PowerBI;SemanticModel;MeasureRegister;Current,sm_finance_core,Measure,_Measures,PL Pay Actual,{1},0,Workforce,Yes,Current - Hidden,Imported from current PBIP; review required,Finance_WS_Semantic_Models.zip::_Measures.tmdl,Missing - requires business-owner definition,Current model measure extracted from TMDL static inspection.,,,Finance / BI owner to confirm,Pending regression test
